id,name,address,lat,lng,category,subCategory,district,popular,iconName,somaliCategory
wda_kaalinta_shidaalka_hass_national_788,Kaalinta Shidaalka Hass / National ee Qaybta 788 (Daami),"Service petrol station, diesel dispenser and tire service in Daami residential & commercial grid, Hargeisa",9.58073,44.08221,Fuel Stations (Kaalmaha Shidaalka),fuel,Daami,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_789,Kaalinta Shidaalka & Gaaska ee Qaybta 789 (Shiraaqle),"Fuel station and LPG domestic gas distribution depot in Shiraaqle residential & commercial grid, Hargeisa",9.56944,44.10224,Fuel Stations (Kaalmaha Shidaalka),fuel,Shiraaqle,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_790,Istaanka Gaadiidka Dadweynaha ee Qaybta 790 (Koodbuur),"Minibus terminal and designated passenger pick-and-drop stop in Koodbuur residential & commercial grid, Hargeisa",9.58008,44.04323,Transport & Terminals,transit_station,Koodbuur,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_791,Isgoyska Weyn ee Gaadiidka ee Qaybta 791 (Airport Zone / Masalaha),"Major road intersection and inter-district transit artery in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.53095,44.08833,Transport & Terminals,transit_station,Airport Zone / Masalaha,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_792,Huteelka Nasashada & Martida ee Qaybta 792 (Kilalka / Sheikh Nuur East),"Comfortable guest lodging and family dining restaurant in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57808,44.09573,Hotels & Hospitality,hotel,Kilalka / Sheikh Nuur East,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_793,Laanta ZAAD & Dahabshiil ee Qaybta 793 (Goljano District),"Banking kiosk, e-remittance and ZAAD cash-in center in Goljano District residential & commercial grid, Hargeisa",9.56387,44.0822,Banks & Financial,bank,Goljano District,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_794,Laanta TAAJ & Edahab Express ee Qaybta 794 (Biyo Dhacay Area),"Financial services, money transfer and remittance desk in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.56101,44.07519,Banks & Financial,bank,Biyo Dhacay Area,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__795,Xafiiska Adeegga Somtel & Telesom ee Qaybta 795 (Xero Awr / Hero Awr),"Telecommunications branch, SIM registration and fiber service hub in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.57157,44.0497,Corporate & Utilities,corporate,Xero Awr / Hero Awr,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_796,Xarunta Korontada Sompower ee Qaybta 796 (Downtown Waheen),"District electrical distribution and bill payment center in Downtown Waheen residential & commercial grid, Hargeisa",9.55892,44.06492,Corporate & Utilities,utility,Downtown Waheen,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_797,Xafiiska Waaxda Dowladda Hoose ee Qaybta 797 (Jigjiga Yar),"Municipal sub-office and local civic administration center in Jigjiga Yar residential & commercial grid, Hargeisa",9.57415,44.03115,Government & Civic,government,Jigjiga Yar,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__798,Xaafada Deganaanshaha ee Qaybta 798 (Ahmed Dhagax),"Quiet residential enclave and community living sector in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55038,44.04538,Xaafadaha (Districts),neighborhood,Ahmed Dhagax,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_799,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 799 (150 Highway),"Specialized neighborhood clinic & emergency health post in 150 Highway residential & commercial grid, Hargeisa",9.57611,44.04662,Hospitals & Healthcare,hospital,150 Highway,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_800,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 800 (Shaab / Institutional District),"Maternal and child care dispensary center in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55541,44.05441,Hospitals & Healthcare,hospital,Shaab / Institutional District,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_801,Farmasiga Shacabka & Caafimaadka ee Qaybta 801 (Maxamed Mooge),"24/7 community pharmacy and dispensary outpost in Maxamed Mooge residential & commercial grid, Hargeisa",9.51336,44.09636,Hospitals & Healthcare,hospital,Maxamed Mooge,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_802,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 802 (New Hargeisa),"Public primary & intermediate school campus in New Hargeisa residential & commercial grid, Hargeisa",9.54913,44.09013,Schools & Universities,school,New Hargeisa,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_803,Akadeemiyada Casriga ah ee Qaybta 803 (Daami),"Modern high school and STEM educational institute in Daami residential & commercial grid, Hargeisa",9.57089,44.0779,Schools & Universities,school,Daami,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__804,Machadka Tababarka Xirfadaha ee Qaybta 804 (Shiraaqle),"Vocational and technical training college center in Shiraaqle residential & commercial grid, Hargeisa",9.55838,44.09738,Schools & Universities,university,Shiraaqle,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_805_k_805,Masjidka Jaamaca ee Qaybta 805 (Koodbuur),"Congregational Friday mosque with community prayer hall in Koodbuur residential & commercial grid, Hargeisa",9.56964,44.03864,Mosques (Masaajidda),place_of_worship,Koodbuur,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_806__806,Masjidka Al-Imaan ee Qaybta 806 (Airport Zone / Masalaha),"Neighborhood community mosque and Quranic learning hub in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.51559,44.08159,Mosques (Masaajidda),place_of_worship,Airport Zone / Masalaha,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__807,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 807 (Kilalka / Sheikh Nuur East),"Neighborhood open-air fresh market and commercial trade zone in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.56764,44.09114,Markets & Malls,mall,Kilalka / Sheikh Nuur East,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_808,Xarunta Ganacsiga & Supermarket ee Qaybta 808 (Goljano District),"Modern multi-store retail grocery and provisions shopping center in Goljano District residential & commercial grid, Hargeisa",9.55465,44.07815,Markets & Malls,mall,Goljano District,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_809,Kaalinta Shidaalka Hass / National ee Qaybta 809 (Biyo Dhacay Area),"Service petrol station, diesel dispenser and tire service in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55241,44.07141,Fuel Stations (Kaalmaha Shidaalka),fuel,Biyo Dhacay Area,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_810,Kaalinta Shidaalka & Gaaska ee Qaybta 810 (Xero Awr / Hero Awr),"Fuel station and LPG domestic gas distribution depot in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56235,44.04565,Fuel Stations (Kaalmaha Shidaalka),fuel,Xero Awr / Hero Awr,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_811,Istaanka Gaadiidka Dadweynaha ee Qaybta 811 (Downtown Waheen),"Minibus terminal and designated passenger pick-and-drop stop in Downtown Waheen residential & commercial grid, Hargeisa",9.56222,44.0724,Transport & Terminals,transit_station,Downtown Waheen,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_812,Isgoyska Weyn ee Gaadiidka ee Qaybta 812 (Jigjiga Yar),"Major road intersection and inter-district transit artery in Jigjiga Yar residential & commercial grid, Hargeisa",9.57828,44.0405,Transport & Terminals,transit_station,Jigjiga Yar,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_813,Huteelka Nasashada & Martida ee Qaybta 813 (Ahmed Dhagax),"Comfortable guest lodging and family dining restaurant in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55533,44.0566,Hotels & Hospitality,hotel,Ahmed Dhagax,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_814,Laanta ZAAD & Dahabshiil ee Qaybta 814 (150 Highway),"Banking kiosk, e-remittance and ZAAD cash-in center in 150 Highway residential & commercial grid, Hargeisa",9.58189,44.05971,Banks & Financial,bank,150 Highway,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_815,Laanta TAAJ & Edahab Express ee Qaybta 815 (Shaab / Institutional District),"Financial services, money transfer and remittance desk in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55926,44.06314,Banks & Financial,bank,Shaab / Institutional District,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__816,Xafiiska Adeegga Somtel & Telesom ee Qaybta 816 (Maxamed Mooge),"Telecommunications branch, SIM registration and fiber service hub in Maxamed Mooge residential & commercial grid, Hargeisa",9.51941,44.11007,Corporate & Utilities,corporate,Maxamed Mooge,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_817,Xarunta Korontada Sompower ee Qaybta 817 (New Hargeisa),"District electrical distribution and bill payment center in New Hargeisa residential & commercial grid, Hargeisa",9.55435,44.10197,Corporate & Utilities,utility,New Hargeisa,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_818,Xafiiska Waaxda Dowladda Hoose ee Qaybta 818 (Daami),"Municipal sub-office and local civic administration center in Daami residential & commercial grid, Hargeisa",9.5753,44.08787,Government & Civic,government,Daami,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__819,Xaafada Deganaanshaha ee Qaybta 819 (Shiraaqle),"Quiet residential enclave and community living sector in Shiraaqle residential & commercial grid, Hargeisa",9.56333,44.1086,Xaafadaha (Districts),neighborhood,Shiraaqle,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_820,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 820 (Koodbuur),"Specialized neighborhood clinic & emergency health post in Koodbuur residential & commercial grid, Hargeisa",9.57431,44.04924,Hospitals & Healthcare,hospital,Koodbuur,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_821,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 821 (Airport Zone / Masalaha),"Maternal and child care dispensary center in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.52246,44.09717,Hospitals & Healthcare,hospital,Airport Zone / Masalaha,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_822,Farmasiga Shacabka & Caafimaadka ee Qaybta 822 (Kilalka / Sheikh Nuur East),"24/7 community pharmacy and dispensary outpost in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57231,44.10174,Hospitals & Healthcare,hospital,Kilalka / Sheikh Nuur East,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_823,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 823 (Goljano District),"Public primary & intermediate school campus in Goljano District residential & commercial grid, Hargeisa",9.55878,44.0875,Schools & Universities,school,Goljano District,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_824,Akadeemiyada Casriga ah ee Qaybta 824 (Biyo Dhacay Area),"Modern high school and STEM educational institute in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55626,44.08014,Schools & Universities,school,Biyo Dhacay Area,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__825,Machadka Tababarka Xirfadaha ee Qaybta 825 (Xero Awr / Hero Awr),"Vocational and technical training college center in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56648,44.055,Schools & Universities,university,Xero Awr / Hero Awr,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_826_d_826,Masjidka Jaamaca ee Qaybta 826 (Downtown Waheen),"Congregational Friday mosque with community prayer hall in Downtown Waheen residential & commercial grid, Hargeisa",9.56478,44.06458,Mosques (Masaajidda),place_of_worship,Downtown Waheen,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_827__827,Masjidka Al-Imaan ee Qaybta 827 (Jigjiga Yar),"Neighborhood community mosque and Quranic learning hub in Jigjiga Yar residential & commercial grid, Hargeisa",9.58148,44.03073,Mosques (Masaajidda),place_of_worship,Jigjiga Yar,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__828,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 828 (Ahmed Dhagax),"Neighborhood open-air fresh market and commercial trade zone in Ahmed Dhagax residential & commercial grid, Hargeisa",9.55918,44.04487,Markets & Malls,mall,Ahmed Dhagax,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_829,Xarunta Ganacsiga & Supermarket ee Qaybta 829 (150 Highway),"Modern multi-store retail grocery and provisions shopping center in 150 Highway residential & commercial grid, Hargeisa",9.58637,44.04602,Markets & Malls,mall,150 Highway,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_830,Kaalinta Shidaalka Hass / National ee Qaybta 830 (Shaab / Institutional District),"Service petrol station, diesel dispenser and tire service in Shaab / Institutional District residential & commercial grid, Hargeisa",9.56225,44.05401,Fuel Stations (Kaalmaha Shidaalka),fuel,Shaab / Institutional District,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_831,Kaalinta Shidaalka & Gaaska ee Qaybta 831 (Maxamed Mooge),"Fuel station and LPG domestic gas distribution depot in Maxamed Mooge residential & commercial grid, Hargeisa",9.52411,44.09573,Fuel Stations (Kaalmaha Shidaalka),fuel,Maxamed Mooge,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_832,Istaanka Gaadiidka Dadweynaha ee Qaybta 832 (New Hargeisa),"Minibus terminal and designated passenger pick-and-drop stop in New Hargeisa residential & commercial grid, Hargeisa",9.55841,44.08959,Transport & Terminals,transit_station,New Hargeisa,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_833,Isgoyska Weyn ee Gaadiidka ee Qaybta 833 (Daami),"Major road intersection and inter-district transit artery in Daami residential & commercial grid, Hargeisa",9.57871,44.07744,Transport & Terminals,transit_station,Daami,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_834,Huteelka Nasashada & Martida ee Qaybta 834 (Shiraaqle),"Comfortable guest lodging and family dining restaurant in Shiraaqle residential & commercial grid, Hargeisa",9.56718,44.09687,Hotels & Hospitality,hotel,Shiraaqle,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_835,Laanta ZAAD & Dahabshiil ee Qaybta 835 (Koodbuur),"Banking kiosk, e-remittance and ZAAD cash-in center in Koodbuur residential & commercial grid, Hargeisa",9.57795,44.03816,Banks & Financial,bank,Koodbuur,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_836,Laanta TAAJ & Edahab Express ee Qaybta 836 (Airport Zone / Masalaha),"Financial services, money transfer and remittance desk in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.5278,44.08088,Banks & Financial,bank,Airport Zone / Masalaha,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__837,Xafiiska Adeegga Somtel & Telesom ee Qaybta 837 (Kilalka / Sheikh Nuur East),"Telecommunications branch, SIM registration and fiber service hub in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57595,44.09066,Corporate & Utilities,corporate,Kilalka / Sheikh Nuur East,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_838,Xarunta Korontada Sompower ee Qaybta 838 (Goljano District),"District electrical distribution and bill payment center in Goljano District residential & commercial grid, Hargeisa",9.56198,44.07773,Corporate & Utilities,utility,Goljano District,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_839,Xafiiska Waaxda Dowladda Hoose ee Qaybta 839 (Biyo Dhacay Area),"Municipal sub-office and local civic administration center in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55925,44.07101,Government & Civic,government,Biyo Dhacay Area,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__840,Xaafada Deganaanshaha ee Qaybta 840 (Xero Awr / Hero Awr),"Quiet residential enclave and community living sector in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56968,44.04523,Xaafadaha (Districts),neighborhood,Xero Awr / Hero Awr,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_841,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 841 (Downtown Waheen),"Specialized neighborhood clinic & emergency health post in Downtown Waheen residential & commercial grid, Hargeisa",9.55765,44.06862,Hospitals & Healthcare,hospital,Downtown Waheen,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_842,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 842 (Jigjiga Yar),"Maternal and child care dispensary center in Jigjiga Yar residential & commercial grid, Hargeisa",9.57256,44.03577,Hospitals & Healthcare,hospital,Jigjiga Yar,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_843,Farmasiga Shacabka & Caafimaadka ee Qaybta 843 (Ahmed Dhagax),"24/7 community pharmacy and dispensary outpost in Ahmed Dhagax residential & commercial grid, Hargeisa",9.54847,44.05092,Hospitals & Healthcare,hospital,Ahmed Dhagax,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_844,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 844 (150 Highway),"Public primary & intermediate school campus in 150 Highway residential & commercial grid, Hargeisa",9.57388,44.05308,Schools & Universities,school,150 Highway,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_845,Akadeemiyada Casriga ah ee Qaybta 845 (Shaab / Institutional District),"Modern high school and STEM educational institute in Shaab / Institutional District residential & commercial grid, Hargeisa",9.55392,44.05872,Schools & Universities,school,Shaab / Institutional District,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__846,Machadka Tababarka Xirfadaha ee Qaybta 846 (Maxamed Mooge),"Vocational and technical training college center in Maxamed Mooge residential & commercial grid, Hargeisa",9.51102,44.10313,Schools & Universities,university,Maxamed Mooge,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_847_n_847,Masjidka Jaamaca ee Qaybta 847 (New Hargeisa),"Congregational Friday mosque with community prayer hall in New Hargeisa residential & commercial grid, Hargeisa",9.54711,44.09598,Mosques (Masaajidda),place_of_worship,New Hargeisa,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_848__848,Masjidka Al-Imaan ee Qaybta 848 (Daami),"Neighborhood community mosque and Quranic learning hub in Daami residential & commercial grid, Hargeisa",9.56919,44.08282,Mosques (Masaajidda),place_of_worship,Daami,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__849,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 849 (Shiraaqle),"Neighborhood open-air fresh market and commercial trade zone in Shiraaqle residential & commercial grid, Hargeisa",9.55647,44.10292,Markets & Malls,mall,Shiraaqle,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_850,Xarunta Ganacsiga & Supermarket ee Qaybta 850 (Koodbuur),"Modern multi-store retail grocery and provisions shopping center in Koodbuur residential & commercial grid, Hargeisa",9.56783,44.04387,Markets & Malls,mall,Koodbuur,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_kaalinta_shidaalka_hass_national_851,Kaalinta Shidaalka Hass / National ee Qaybta 851 (Airport Zone / Masalaha),"Service petrol station, diesel dispenser and tire service in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.51293,44.08928,Fuel Stations (Kaalmaha Shidaalka),fuel,Airport Zone / Masalaha,False,Fuel,Kaalmaha Shidaalka
wda_kaalinta_shidaalka_gaaska_ee_qay_852,Kaalinta Shidaalka & Gaaska ee Qaybta 852 (Kilalka / Sheikh Nuur East),"Fuel station and LPG domestic gas distribution depot in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.56583,44.09637,Fuel Stations (Kaalmaha Shidaalka),fuel,Kilalka / Sheikh Nuur East,False,Fuel,Kaalmaha Shidaalka
wda_istaanka_gaadiidka_dadweynaha_ee_853,Istaanka Gaadiidka Dadweynaha ee Qaybta 853 (Goljano District),"Minibus terminal and designated passenger pick-and-drop stop in Goljano District residential & commercial grid, Hargeisa",9.55306,44.08277,Transport & Terminals,transit_station,Goljano District,False,Navigation,Istaannada & Gaadiidka
wda_isgoyska_weyn_ee_gaadiidka_ee_qa_854,Isgoyska Weyn ee Gaadiidka ee Qaybta 854 (Biyo Dhacay Area),"Major road intersection and inter-district transit artery in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.55092,44.07572,Transport & Terminals,transit_station,Biyo Dhacay Area,False,Navigation,Istaannada & Gaadiidka
wda_huteelka_nasashada_martida_ee_qa_855,Huteelka Nasashada & Martida ee Qaybta 855 (Xero Awr / Hero Awr),"Comfortable guest lodging and family dining restaurant in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.56076,44.05027,Hotels & Hospitality,hotel,Xero Awr / Hero Awr,False,Hotel,Huteellada & Maqaayadaha
wda_laanta_zaad_dahabshiil_ee_qaybta_856,Laanta ZAAD & Dahabshiil ee Qaybta 856 (Downtown Waheen),"Banking kiosk, e-remittance and ZAAD cash-in center in Downtown Waheen residential & commercial grid, Hargeisa",9.56564,44.07054,Banks & Financial,bank,Downtown Waheen,False,Landmark,Bangiyada & Xawaaladaha
wda_laanta_taaj_edahab_express_ee_qa_857,Laanta TAAJ & Edahab Express ee Qaybta 857 (Jigjiga Yar),"Financial services, money transfer and remittance desk in Jigjiga Yar residential & commercial grid, Hargeisa",9.58255,44.03818,Banks & Financial,bank,Jigjiga Yar,False,Landmark,Bangiyada & Xawaaladaha
wda_xafiiska_adeegga_somtel_telesom__858,Xafiiska Adeegga Somtel & Telesom ee Qaybta 858 (Ahmed Dhagax),"Telecommunications branch, SIM registration and fiber service hub in Ahmed Dhagax residential & commercial grid, Hargeisa",9.56046,44.05381,Corporate & Utilities,corporate,Ahmed Dhagax,False,Building2,Shirkadaha & Isgaadhsiinta
wda_xarunta_korontada_sompower_ee_qa_859,Xarunta Korontada Sompower ee Qaybta 859 (150 Highway),"District electrical distribution and bill payment center in 150 Highway residential & commercial grid, Hargeisa",9.58787,44.05645,Corporate & Utilities,utility,150 Highway,False,Zap,Korontada & Biyaha
wda_xafiiska_waaxda_dowladda_hoose_e_860,Xafiiska Waaxda Dowladda Hoose ee Qaybta 860 (Shaab / Institutional District),"Municipal sub-office and local civic administration center in Shaab / Institutional District residential & commercial grid, Hargeisa",9.56325,44.06097,Government & Civic,government,Shaab / Institutional District,False,Landmark,Hay'adaha Dowladda
wda_xaafada_deganaanshaha_ee_qaybta__861,Xaafada Deganaanshaha ee Qaybta 861 (Maxamed Mooge),"Quiet residential enclave and community living sector in Maxamed Mooge residential & commercial grid, Hargeisa",9.52568,44.10666,Xaafadaha (Districts),neighborhood,Maxamed Mooge,False,Home,Xaafadaha & Degmooyinka
wda_cusbitaalka_gurmadka_caafimaadka_862,Cusbitaalka Gurmadka Caafimaadka ee Qaybta 862 (New Hargeisa),"Specialized neighborhood clinic & emergency health post in New Hargeisa residential & commercial grid, Hargeisa",9.55977,44.09903,Hospitals & Healthcare,hospital,New Hargeisa,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_rugta_daryeelka_hooyada_dhallaan_863,Rugta Daryeelka Hooyada & Dhallaanka ee Qaybta 863 (Daami),"Maternal and child care dispensary center in Daami residential & commercial grid, Hargeisa",9.57985,44.08539,Hospitals & Healthcare,hospital,Daami,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_farmasiga_shacabka_caafimaadka_e_864,Farmasiga Shacabka & Caafimaadka ee Qaybta 864 (Shiraaqle),"24/7 community pharmacy and dispensary outpost in Shiraaqle residential & commercial grid, Hargeisa",9.56846,44.10581,Hospitals & Healthcare,hospital,Shiraaqle,False,HeartPulse,Cusbitaallada & Rugaha Caafimaadka
wda_dugsiga_hoose_dhexe_ee_waxbarash_865,Dugsiga Hoose/Dhexe ee Waxbarashada Qaybta 865 (Koodbuur),"Public primary & intermediate school campus in Koodbuur residential & commercial grid, Hargeisa",9.57916,44.0466,Schools & Universities,school,Koodbuur,False,GraduationCap,Dugsiyada & Waxbarashada
wda_akadeemiyada_casriga_ah_ee_qaybt_866,Akadeemiyada Casriga ah ee Qaybta 866 (Airport Zone / Masalaha),"Modern high school and STEM educational institute in Airport Zone / Masalaha residential & commercial grid, Hargeisa",9.52959,44.0933,Schools & Universities,school,Airport Zone / Masalaha,False,GraduationCap,Dugsiyada & Waxbarashada
wda_machadka_tababarka_xirfadaha_ee__867,Machadka Tababarka Xirfadaha ee Qaybta 867 (Kilalka / Sheikh Nuur East),"Vocational and technical training college center in Kilalka / Sheikh Nuur East residential & commercial grid, Hargeisa",9.57716,44.0991,Schools & Universities,university,Kilalka / Sheikh Nuur East,False,GraduationCap,Jaamacadaha & Kuliyadaha
wda_masjidka_jaamaca_ee_qaybta_868_g_868,Masjidka Jaamaca ee Qaybta 868 (Goljano District),"Congregational Friday mosque with community prayer hall in Goljano District residential & commercial grid, Hargeisa",9.56305,44.08518,Mosques (Masaajidda),place_of_worship,Goljano District,False,Moon,Masaajidda
wda_masjidka_al_imaan_ee_qaybta_869__869,Masjidka Al-Imaan ee Qaybta 869 (Biyo Dhacay Area),"Neighborhood community mosque and Quranic learning hub in Biyo Dhacay Area residential & commercial grid, Hargeisa",9.56025,44.07797,Mosques (Masaajidda),place_of_worship,Biyo Dhacay Area,False,Moon,Masaajidda
wda_suuqa_khdaarta_iyo_ganacsiga_ee__870,Suuqa Khdaarta iyo Ganacsiga ee Qaybta 870 (Xero Awr / Hero Awr),"Neighborhood open-air fresh market and commercial trade zone in Xero Awr / Hero Awr residential & commercial grid, Hargeisa",9.57075,44.05268,Markets & Malls,mall,Xero Awr / Hero Awr,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
wda_xarunta_ganacsiga_supermarket_ee_871,Xarunta Ganacsiga & Supermarket ee Qaybta 871 (Downtown Waheen),"Modern multi-store retail grocery and provisions shopping center in Downtown Waheen residential & commercial grid, Hargeisa",9.561,44.06361,Markets & Malls,mall,Downtown Waheen,False,ShoppingBag,Suuqyada & Xarumaha Ganacsiga
